Date,Withdrawal,Deposit,Balance,Week,Month,Year,Category
2022-11-25,39.94,0.0,2122.55,47,11,2022,Dining Out
2022-11-25,1000.0,0.0,1122.55,47,11,2022,Entertainment
2022-11-28,134.1,0.0,988.45,48,11,2022,Personal Care
2022-11-28,18.5,0.0,969.95,48,11,2022,Shopping
2022-11-28,96.01,0.0,873.94,48,11,2022,Loan Payment
2022-11-28,24.05,0.0,849.89,48,11,2022,Personal Care
2022-11-28,113.83,0.0,736.06,48,11,2022,Healthcare
2022-11-28,10.7,0.0,725.36,48,11,2022,Shopping
2022-11-28,600.0,0.0,125.36,48,11,2022,Loan Payment
2022-11-29,22.6,0.0,102.76,48,11,2022,Bills
2022-11-30,21.32,0.0,81.44,48,11,2022,Transportation
2022-11-30,27.0,0.0,54.44,48,11,2022,Healthcare
2022-12-01,12.51,0.0,41.93,48,12,2022,Shopping
2022-12-01,0.0,100.0,141.93,48,12,2022,Investment Income
2022-12-01,33.9,0.0,108.03,48,12,2022,Transportation
2022-12-01,26.56,0.0,81.47,48,12,2022,Loan Payment
2022-12-05,29.31,0.0,52.16,49,12,2022,Shopping
2022-12-05,19.05,0.0,33.11,49,12,2022,Dining Out
2022-12-05,25.0,0.0,8.11,49,12,2022,Housing
2022-12-05,0.0,50.0,58.11,49,12,2022,Bonus
2022-12-05,12.87,0.0,45.24,49,12,2022,Housing
2022-12-07,0.0,593.67,638.91,49,12,2022,Capital Gains
2022-12-07,27.92,0.0,610.99,49,12,2022,Bills
2022-12-07,115.97,0.0,495.02,49,12,2022,Dining Out
2022-12-07,18.14,0.0,476.88,49,12,2022,Bills
2022-12-07,50.3,0.0,426.58,49,12,2022,Housing
2022-12-07,40.66,0.0,385.92,49,12,2022,Personal Care
2022-12-09,30.24,0.0,355.68,49,12,2022,Transportation
2022-12-09,0.0,1.0,356.68,49,12,2022,Bonus
2022-12-12,8.19,0.0,348.49,50,12,2022,Loan Payment
2022-12-12,48.59,0.0,299.9,50,12,2022,Dining Out
2022-12-12,34.0,0.0,265.9,50,12,2022,Entertainment
2022-12-12,7.67,0.0,258.23,50,12,2022,Dining Out
2022-12-13,27.66,0.0,230.57,50,12,2022,Housing
2022-12-14,18.45,0.0,212.12,50,12,2022,Groceries
2022-12-14,24.05,0.0,188.07,50,12,2022,Dining Out
2022-12-15,26.05,0.0,162.02,50,12,2022,Healthcare
2022-12-16,25.0,0.0,137.02,50,12,2022,Entertainment
2022-12-16,0.0,80.0,217.02,50,12,2022,Trading
2022-12-19,151.08,0.0,65.94,51,12,2022,Housing
2022-12-19,10.14,0.0,55.8,51,12,2022,Bills
2022-12-19,0.0,55.0,110.8,51,12,2022,Investment Income
2022-12-19,29.31,0.0,81.49,51,12,2022,Entertainment
2022-12-19,50.3,0.0,31.19,51,12,2022,Entertainment
2022-12-19,1.2,0.0,29.99,51,12,2022,Healthcare
2022-12-19,27.11,0.0,2.88,51,12,2022,Dining Out
2022-12-20,0.0,40.0,42.88,51,12,2022,Bonus
2022-12-20,27.6,0.0,15.28,51,12,2022,Personal Care
2022-12-21,0.0,116.35,131.63,51,12,2022,Capital Gains
2022-12-21,0.0,484.06,615.69,51,12,2022,Bonus
2022-12-21,25.7,0.0,589.99,51,12,2022,Transportation
2022-12-21,18.05,0.0,571.94,51,12,2022,Shopping
2022-12-22,25.15,0.0,546.79,51,12,2022,Groceries
2022-12-22,14.68,0.0,532.11,51,12,2022,Housing
2022-12-23,55.0,0.0,477.11,51,12,2022,Personal Care
2022-12-28,27.09,0.0,450.02,52,12,2022,Healthcare
2022-12-28,16.1,0.0,433.92,52,12,2022,Healthcare
2022-12-28,201.14,0.0,232.78,52,12,2022,Transportation
2022-12-28,16.1,0.0,216.68,52,12,2022,Personal Care
2022-12-28,16.1,0.0,200.58,52,12,2022,Housing
2022-12-29,16.1,0.0,184.48,52,12,2022,Dining Out
2022-12-30,16.1,0.0,168.38,52,12,2022,Bills
2023-01-03,16.1,0.0,152.28,1,1,2023,Personal Care
2023-01-03,14.23,0.0,138.05,1,1,2023,Groceries
2023-01-03,19.05,0.0,119.0,1,1,2023,Loan Payment
2023-01-03,111.22,0.0,7.78,1,1,2023,Personal Care
2023-01-03,0.0,50.0,57.78,1,1,2023,Capital Gains
2023-01-03,31.63,0.0,26.15,1,1,2023,Bills
2023-01-03,0.0,73.0,99.15,1,1,2023,Capital Gains
2023-01-03,13.5,0.0,85.65,1,1,2023,Shopping
2023-01-03,0.0,100.0,185.65,1,1,2023,Capital Gains
2023-01-03,96.01,0.0,89.64,1,1,2023,Dining Out
2023-01-03,0.0,20.0,109.64,1,1,2023,Investment Income
2023-01-04,99.92,0.0,9.72,1,1,2023,Bills
2023-01-04,0.0,272.98,282.7,1,1,2023,Bonus
2023-01-06,2.9,0.0,279.8,1,1,2023,Healthcare
2023-01-09,30.5,0.0,249.3,2,1,2023,Housing
2023-01-09,20.33,0.0,228.97,2,1,2023,Bills
2023-01-09,0.0,3000.0,3228.97,2,1,2023,Bonus
2023-01-09,2900.0,0.0,328.97,2,1,2023,Bills
2023-01-09,10.7,0.0,318.27,2,1,2023,Shopping
2023-01-09,9.2,0.0,309.07,2,1,2023,Bills
2023-01-10,0.0,2200.0,2509.07,2,1,2023,Salary
2023-01-10,2200.0,0.0,309.07,2,1,2023,Groceries
2023-01-10,30.86,0.0,278.21,2,1,2023,Bills
2023-01-10,74.88,0.0,203.33,2,1,2023,Healthcare
2023-01-10,18.9,0.0,184.43,2,1,2023,Shopping
2023-01-11,27.46,0.0,156.97,2,1,2023,Groceries
2023-01-11,11.95,0.0,145.02,2,1,2023,Groceries
2023-01-12,4.0,0.0,141.02,2,1,2023,Personal Care
2023-01-12,18.5,0.0,122.52,2,1,2023,Dining Out
2023-01-12,19.75,0.0,102.77,2,1,2023,Groceries
2023-01-13,0.0,100.0,202.77,2,1,2023,Trading
2023-01-13,105.38,0.0,97.39,2,1,2023,Healthcare
2023-01-13,27.05,0.0,70.34,2,1,2023,Bills
2023-01-16,27.05,0.0,43.29,3,1,2023,Bills
2023-01-16,0.0,80.0,123.29,3,1,2023,Salary
2023-01-16,22.05,0.0,101.24,3,1,2023,Personal Care
2023-01-16,14.55,0.0,86.69,3,1,2023,Housing
2023-01-16,79.08,0.0,7.61,3,1,2023,Shopping
2023-01-16,1.0,0.0,6.61,3,1,2023,Transportation
2023-01-17,1.0,0.0,5.61,3,1,2023,Housing
2023-01-17,0.0,30.0,35.61,3,1,2023,Investment Income
2023-01-17,6.2,0.0,29.41,3,1,2023,Loan Payment
2023-01-17,27.6,0.0,1.81,3,1,2023,Entertainment
2023-01-18,0.0,235.99,237.8,3,1,2023,Salary
2023-01-18,27.6,0.0,210.2,3,1,2023,Bills
2023-01-19,20.5,0.0,189.7,3,1,2023,Loan Payment
2023-01-19,22.01,0.0,167.69,3,1,2023,Housing
2023-01-20,17.23,0.0,150.46,3,1,2023,Personal Care
2023-01-20,33.86,0.0,116.6,3,1,2023,Shopping
2023-01-20,0.0,15.0,131.6,3,1,2023,Trading
2023-01-20,48.1,0.0,83.5,3,1,2023,Entertainment
2023-01-20,29.14,0.0,54.36,3,1,2023,Healthcare
2023-01-23,27.11,0.0,27.25,4,1,2023,Dining Out
2023-01-23,24.6,0.0,2.65,4,1,2023,Housing
2023-01-23,0.0,100.0,102.65,4,1,2023,Salary
2023-01-23,84.63,0.0,18.02,4,1,2023,Personal Care
2023-01-23,0.0,50.0,68.02,4,1,2023,Trading
2023-01-23,30.6,0.0,37.42,4,1,2023,Groceries
2023-01-24,6.2,0.0,31.22,4,1,2023,Personal Care
2023-01-24,2.9,0.0,28.32,4,1,2023,Transportation
2023-01-25,1.9,0.0,26.42,4,1,2023,Shopping
2023-01-25,1.9,0.0,24.52,4,1,2023,Personal Care
2023-01-25,23.15,0.0,1.37,4,1,2023,Housing
2023-01-26,0.0,50.0,51.37,4,1,2023,Investment Income
2023-01-26,19.39,0.0,31.98,4,1,2023,Groceries
2023-01-27,22.85,0.0,9.13,4,1,2023,Healthcare
2023-01-27,0.0,30.0,39.13,4,1,2023,Bonus
2023-01-30,25.74,0.0,13.39,5,1,2023,Groceries
2023-01-30,0.0,40.0,53.39,5,1,2023,Capital Gains
2023-01-30,41.29,0.0,12.1,5,1,2023,Dining Out
2023-01-30,0.0,25.0,37.1,5,1,2023,Trading
2023-01-30,23.25,0.0,13.85,5,1,2023,Groceries
2023-01-30,9.6,0.0,4.25,5,1,2023,Housing
2023-01-30,0.0,75.0,79.25,5,1,2023,Investment Income
2023-01-30,32.44,0.0,46.81,5,1,2023,Groceries
2023-01-30,2.8,0.0,44.01,5,1,2023,Bills
2023-01-30,15.93,0.0,28.08,5,1,2023,Shopping
2023-01-30,8.69,0.0,19.39,5,1,2023,Bills
2023-01-30,1.46,0.0,17.93,5,1,2023,Transportation
2023-01-31,9.35,0.0,8.58,5,1,2023,Housing
2023-01-31,0.0,50.0,58.58,5,1,2023,Bonus
2023-01-31,20.1,0.0,38.48,5,1,2023,Shopping
2023-01-31,24.39,0.0,14.09,5,1,2023,Shopping
2023-01-31,0.0,20.0,34.09,5,1,2023,Salary
2023-01-31,16.79,0.0,17.3,5,1,2023,Healthcare
2023-02-01,0.0,667.05,684.35,5,2,2023,Trading
2023-02-01,12.98,0.0,671.37,5,2,2023,Entertainment
2023-02-02,10.36,0.0,661.01,5,2,2023,Transportation
2023-02-02,47.45,0.0,613.56,5,2,2023,Groceries
2023-02-02,27.11,0.0,586.45,5,2,2023,Housing
2023-02-02,19.9,0.0,566.55,5,2,2023,Housing
2023-02-03,24.2,0.0,542.35,5,2,2023,Loan Payment
2023-02-03,19.19,0.0,523.16,5,2,2023,Healthcare
2023-02-03,250.0,0.0,273.16,5,2,2023,Housing
2023-02-06,36.91,0.0,236.25,6,2,2023,Bills
2023-02-06,23.25,0.0,213.0,6,2,2023,Housing
2023-02-06,20.19,0.0,192.81,6,2,2023,Dining Out
2023-02-06,11.85,0.0,180.96,6,2,2023,Entertainment
2023-02-06,96.01,0.0,84.95,6,2,2023,Groceries
2023-02-07,10.7,0.0,74.25,6,2,2023,Entertainment
2023-02-08,26.07,0.0,48.18,6,2,2023,Shopping
2023-02-08,17.02,0.0,31.16,6,2,2023,Entertainment
2023-02-09,23.15,0.0,8.01,6,2,2023,Dining Out
2023-02-09,0.0,50.0,58.01,6,2,2023,Capital Gains
2023-02-09,13.31,0.0,44.7,6,2,2023,Shopping
2023-02-09,12.98,0.0,31.72,6,2,2023,Personal Care
2023-02-09,22.34,0.0,9.38,6,2,2023,Bills
2023-02-10,1.9,0.0,7.48,6,2,2023,Loan Payment
