10/22/2021,30.0,,4579.01
10/25/2021,53.14,,4525.87
10/25/2021,3033.0,,1492.87
10/25/2021,35.46,,1457.41
10/25/2021,37.52,,1419.89
10/25/2021,1.75,,1418.14
10/27/2021,5.0,,1413.14
10/27/2021,3.96,,1409.18
10/27/2021,11.4,,1397.78
10/27/2021,30.55,,1367.23
10/28/2021,2.61,,1364.62
10/28/2021,22.87,,1341.75
10/28/2021,45.0,,1296.75
10/29/2021,27.54,,1269.21
10/29/2021,16.28,,1252.93
10/29/2021,,0.02,1252.95
10/29/2021,17.5,,1235.45
11/01/2021,8.88,,1226.57
11/01/2021,29.65,,1196.92
11/02/2021,22.42,,1174.5
11/02/2021,25.0,,1149.5
11/03/2021,85.0,,1064.5
11/03/2021,22.42,,1042.08
11/04/2021,22.42,,1019.66
11/05/2021,24.57,,995.09
11/08/2021,37.52,,957.57
11/09/2021,10.0,,947.57
11/10/2021,5.0,,942.57
11/12/2021,22.42,,920.15
11/12/2021,,64.0,984.15
11/12/2021,4.84,,979.31
11/12/2021,18.85,,960.46
11/12/2021,39.51,,920.95
11/15/2021,7.9,,913.05
11/15/2021,12.95,,900.1
11/15/2021,2.3,,897.8
11/16/2021,53.0,,844.8
11/17/2021,11.04,,833.76
11/17/2021,17.84,,815.92
11/18/2021,18.28,,797.64
11/18/2021,81.69,,715.95
11/19/2021,5.07,,710.88
11/19/2021,14.69,,696.19
11/19/2021,51.0,,645.19
11/22/2021,17.95,,627.24
11/22/2021,8.5,,618.74
11/22/2021,4.24,,614.5
11/22/2021,33.27,,581.23
11/24/2021,10.0,,571.23
11/25/2021,22.42,,548.81
11/26/2021,2.15,,546.66
11/26/2021,16.0,,530.66
11/29/2021,22.42,,508.24
11/29/2021,10.0,,498.24
11/29/2021,1.65,,496.59
11/29/2021,22.42,,474.17
11/29/2021,10.0,,464.17
11/29/2021,50.0,,414.17
11/30/2021,2.15,,412.02
11/30/2021,22.42,,389.6
11/30/2021,,0.01,389.61
11/30/2021,21.25,,368.36
12/06/2021,18.07,,350.29
12/08/2021,15.1,,335.19
12/10/2021,15.1,,320.09
12/15/2021,16.05,,304.04
12/15/2021,2.64,,301.4
12/15/2021,,10.0,311.4
12/16/2021,28.73,,282.67
12/16/2021,24.18,,258.49
12/16/2021,,28.73,287.22
12/17/2021,22.99,,264.23
12/20/2021,22.99,,241.24
12/22/2021,35.0,,206.24
12/24/2021,32.75,,173.49
12/29/2021,22.59,,150.9
12/29/2021,15.1,,135.8
12/29/2021,2.81,,132.99
01/05/2022,,74.75,207.74
01/11/2022,22.99,,184.75
01/12/2022,33.54,,151.21
01/12/2022,22.32,,128.89
01/12/2022,22.99,,105.9
01/12/2022,,3000.0,3105.9
01/12/2022,2800.0,,305.9
01/13/2022,22.99,,282.91
01/13/2022,12.32,,270.59
01/14/2022,,266.05,536.64
01/14/2022,35.01,,501.63
01/14/2022,25.85,,475.78
01/17/2022,11.29,,464.49
01/17/2022,73.45,,391.04
01/17/2022,35.34,,355.7
01/17/2022,3.04,,352.66
01/17/2022,18.95,,333.71
01/17/2022,,3000.0,3333.71
01/17/2022,3000.0,,333.71
01/17/2022,22.95,,310.76
01/17/2022,,3000.0,3310.76
01/17/2022,3000.0,,310.76
01/17/2022,18.95,,291.81
01/17/2022,23.81,,268.0
01/18/2022,15.45,,252.55
01/18/2022,10.38,,242.17
01/18/2022,16.95,,225.22
01/19/2022,16.94,,208.28
01/20/2022,,240.32,448.6
01/20/2022,22.99,,425.61
01/21/2022,22.99,,402.62
01/24/2022,22.99,,379.63
01/24/2022,3.15,,376.48
01/24/2022,22.99,,353.49
01/24/2022,15.95,,337.54
01/24/2022,100.0,,237.54
01/24/2022,2.7,,234.84
01/25/2022,10.74,,224.1
01/25/2022,16.95,,207.15
01/26/2022,14.68,,192.47
01/26/2022,54.87,,137.6
01/27/2022,,1500.0,1637.6
01/27/2022,1437.0,,200.6
01/28/2022,16.95,,183.65
01/31/2022,15.1,,168.55
01/31/2022,28.9,,139.65
01/31/2022,16.94,,122.71
01/31/2022,45.0,,77.71
01/31/2022,20.0,,57.71
02/07/2022,,20.65,78.36
02/07/2022,16.93,,61.43
02/14/2022,5.07,,56.36
02/16/2022,,458.56,514.92
02/16/2022,4.24,,510.68
02/16/2022,12.0,,498.68
02/16/2022,32.94,,465.74
02/17/2022,25.24,,440.5
02/17/2022,22.99,,417.51
02/17/2022,17.84,,399.67
02/18/2022,32.94,,366.73
02/18/2022,10.69,,356.04
02/22/2022,21.29,,334.75
02/28/2022,32.94,,301.81
02/28/2022,23.34,,278.47
02/28/2022,100.0,,178.47
02/28/2022,24.21,,154.26
03/01/2022,35.5,,118.76
03/02/2022,,571.29,690.05
03/02/2022,29.45,,660.6
03/02/2022,8.6,,652.0
03/03/2022,,300.0,952.0
03/03/2022,300.0,,652.0
03/03/2022,18.07,,633.93
03/03/2022,104.05,,529.88
03/03/2022,14.89,,514.99
03/03/2022,22.55,,492.44
03/04/2022,29.45,,462.99
03/04/2022,53.21,,409.78
03/07/2022,29.45,,380.33
03/07/2022,19.05,,361.28
03/07/2022,29.45,,331.83
03/07/2022,22.57,,309.26
03/07/2022,22.55,,286.71
03/07/2022,28.2,,258.51
03/08/2022,9.5,,249.01
03/08/2022,22.55,,226.46
03/09/2022,123.0,,103.46
03/09/2022,22.55,,80.91
03/10/2022,29.45,,51.46
03/10/2022,33.55,,17.91
03/10/2022,,70.0,87.91
03/11/2022,29.45,,58.46
03/14/2022,29.45,,29.01
03/14/2022,18.05,,10.96
03/16/2022,,571.29,582.25
03/16/2022,29.45,,552.8
03/16/2022,17.05,,535.75
03/17/2022,12.4,,523.35
03/17/2022,19.58,,503.77
03/17/2022,17.05,,486.72
03/18/2022,32.5,,454.22
03/21/2022,18.39,,435.83
03/21/2022,24.45,,411.38
03/21/2022,375.98,,35.4
03/21/2022,,50.0,85.4
03/21/2022,31.79,,53.61
03/21/2022,29.45,,24.16
03/21/2022,22.36,,1.8
03/22/2022,,150.0,151.8
03/22/2022,29.45,,122.35
03/23/2022,22.55,,99.8
03/24/2022,22.55,,77.25
03/25/2022,,500.0,577.25
03/25/2022,29.45,,547.8
03/28/2022,2.0,,545.8
03/28/2022,34.42,,511.38
03/28/2022,21.46,,489.92
03/28/2022,46.67,,443.25
03/28/2022,11.46,,431.79
03/28/2022,42.99,,388.8
03/28/2022,27.35,,361.45
03/28/2022,15.77,,345.68
03/28/2022,,50.0,395.68
03/28/2022,30.2,,365.48
03/28/2022,25.99,,339.49
03/28/2022,35.9,,303.59
03/29/2022,13.2,,290.39
03/29/2022,49.94,,240.45
03/29/2022,36.72,,203.73
03/29/2022,,27.35,231.08
03/29/2022,25.98,,205.1
03/29/2022,78.11,,126.99
03/30/2022,22.55,,104.44
03/30/2022,,571.29,675.73
03/30/2022,40.68,,635.05
03/30/2022,17.0,,618.05
03/30/2022,40.25,,577.8
03/30/2022,42.68,,535.12
03/30/2022,120.7,,414.42
03/31/2022,16.94,,397.48
03/31/2022,27.07,,370.41
03/31/2022,48.75,,321.66
03/31/2022,4.0,,317.66
04/01/2022,32.53,,285.13
04/01/2022,22.55,,262.58
04/04/2022,64.0,,198.58
04/04/2022,48.2,,150.38
04/05/2022,,74.75,225.13
04/05/2022,26.1,,199.03
04/06/2022,33.88,,165.15
04/06/2022,22.55,,142.6
04/06/2022,10.58,,132.02
04/06/2022,8.5,,123.52
04/07/2022,26.1,,97.42
04/07/2022,42.6,,54.82
04/11/2022,22.55,,32.27
04/11/2022,23.75,,8.52
04/13/2022,,571.29,579.81
04/13/2022,22.55,,557.26
04/13/2022,32.53,,524.73
04/14/2022,500.0,,24.73
04/14/2022,22.55,,2.18
04/27/2022,,571.29,573.47
04/27/2022,19.22,,554.25
04/27/2022,0.39,,553.86
04/27/2022,7.67,,546.19
04/27/2022,34.34,,511.85
04/27/2022,20.33,,491.52
04/27/2022,18.85,,472.67
04/27/2022,0.15,,472.52
04/27/2022,24.15,,448.37
04/27/2022,18.62,,429.75
04/29/2022,24.17,,405.58
04/29/2022,20.29,,385.29
04/29/2022,3.75,,381.54
04/29/2022,4.0,,377.54
05/02/2022,22.6,,354.94
05/02/2022,5.75,,349.19
05/02/2022,39.54,,309.65
05/03/2022,10.64,,299.01
05/03/2022,1.7,,297.31
05/05/2022,33.01,,264.3
05/05/2022,20.33,,243.97
05/05/2022,10.95,,233.02
05/05/2022,3.4,,229.62
05/06/2022,3.4,,226.22
05/06/2022,17.75,,208.47
05/06/2022,7.32,,201.15
05/06/2022,38.13,,163.02
05/09/2022,11.3,,151.72
05/09/2022,39.54,,112.18
05/09/2022,14.99,,97.19
05/09/2022,18.59,,78.6
05/09/2022,1.13,,77.47
05/09/2022,12.09,,65.38
05/09/2022,22.6,,42.78
05/09/2022,21.5,,21.28
05/10/2022,18.45,,2.83
05/11/2022,,364.07,366.9
05/12/2022,37.28,,329.62
05/12/2022,4.86,,324.76
05/12/2022,19.13,,305.63
05/13/2022,7.9,,297.73
05/13/2022,23.35,,274.38
05/16/2022,19.2,,255.18
05/16/2022,26.1,,229.08
05/16/2022,1.9,,227.18
05/16/2022,3.65,,223.53
05/16/2022,40.25,,183.28
05/16/2022,8.99,,174.29
05/16/2022,39.09,,135.2
05/16/2022,22.6,,112.6
05/16/2022,7.9,,104.7
05/16/2022,40.67,,64.03
05/18/2022,13.95,,50.08
05/18/2022,4.69,,45.39
05/19/2022,22.6,,22.79
05/19/2022,3.1,,19.69
05/24/2022,17.75,,1.94
05/25/2022,,61.59,63.53
05/25/2022,,978.51,1042.04
05/25/2022,400.0,,642.04
05/25/2022,22.55,,619.49
05/25/2022,85.08,,534.41
05/25/2022,80.6,,453.81
05/25/2022,6.43,,447.38
05/27/2022,1.13,,446.25
05/27/2022,24.37,,421.88
05/27/2022,62.85,,359.03
05/27/2022,53.57,,305.46
05/30/2022,19.75,,285.71
05/30/2022,15.45,,270.26
05/30/2022,20.33,,249.93
05/30/2022,30.13,,219.8
05/31/2022,5.57,,214.23
05/31/2022,34.06,,180.17
05/31/2022,53.58,,126.59
05/31/2022,16.93,,109.66
06/01/2022,22.55,,87.11
06/02/2022,22.55,,64.56
06/03/2022,43.0,,21.56
06/03/2022,2.65,,18.91
06/03/2022,18.35,,0.56
06/07/2022,,40.0,40.56
06/07/2022,40.0,,0.56
06/08/2022,,1083.97,1084.53
06/08/2022,22.55,,1061.98
06/08/2022,25.86,,1036.12
06/08/2022,22.59,,1013.53
06/08/2022,11.97,,1001.56
06/08/2022,24.79,,976.77
06/08/2022,3.1,,973.67
06/09/2022,,25.86,999.53
06/09/2022,22.96,,976.57
06/09/2022,,24.79,1001.36
06/09/2022,19.15,,982.21
06/09/2022,,3000.0,3982.21
06/09/2022,3000.0,,982.21
06/09/2022,17.55,,964.66
06/09/2022,16.55,,948.11
06/10/2022,,3000.0,3948.11
06/10/2022,2500.0,,1448.11
06/10/2022,22.55,,1425.56
06/10/2022,245.0,,1180.56
06/10/2022,41.29,,1139.27
06/10/2022,33.27,,1106.0
06/13/2022,110.01,,995.99
06/13/2022,120.08,,875.91
06/13/2022,15.45,,860.46
06/13/2022,18.07,,842.39
06/13/2022,42.53,,799.86
06/13/2022,30.24,,769.62
06/13/2022,2.65,,766.97
06/14/2022,19.75,,747.22
06/14/2022,28.24,,718.98
06/15/2022,22.55,,696.43
06/15/2022,22.55,,673.88
06/15/2022,,22.55,696.43
06/16/2022,22.55,,673.88
06/17/2022,21.6,,652.28
06/17/2022,4.19,,648.09
06/20/2022,22.6,,625.49
06/20/2022,16.0,,609.49
06/20/2022,38.41,,571.08
06/20/2022,362.55,,208.53
06/21/2022,50.0,,158.53
06/21/2022,21.44,,137.09
06/22/2022,,1083.96,1221.05
06/22/2022,13.89,,1207.16
06/23/2022,316.95,,890.21
06/23/2022,22.55,,867.66
06/23/2022,21.46,,846.2
06/24/2022,300.93,,545.27
06/24/2022,22.55,,522.72
06/27/2022,18.61,,504.11
06/27/2022,76.68,,427.43
06/27/2022,26.0,,401.43
06/27/2022,22.55,,378.88
06/27/2022,15.45,,363.43
06/29/2022,122.21,,241.22
06/30/2022,26.9,,214.32
06/30/2022,1.99,,212.33
06/30/2022,22.55,,189.78
06/30/2022,11.29,,178.49
06/30/2022,2.0,,176.49
07/04/2022,9.54,,166.95
07/04/2022,29.65,,137.3
07/04/2022,31.0,,106.3
07/04/2022,12.01,,94.29
07/04/2022,30.55,,63.74
07/04/2022,2.72,,61.02
07/04/2022,26.1,,34.92
07/05/2022,26.1,,8.82
07/06/2022,,1083.98,1092.8
07/06/2022,104.46,,988.34
07/07/2022,29.65,,958.69
07/07/2022,24.59,,934.1
07/07/2022,200.0,,734.1
07/08/2022,29.65,,704.45
07/11/2022,24.65,,679.8
07/11/2022,19.55,,660.25
07/11/2022,11.29,,648.96
07/11/2022,26.1,,622.86
07/11/2022,45.0,,577.86
07/11/2022,43.17,,534.69
07/11/2022,29.65,,505.04
07/11/2022,40.0,,465.04
07/11/2022,12.76,,452.28
07/11/2022,24.67,,427.61
07/12/2022,,24.67,452.28
07/12/2022,20.5,,431.78
07/12/2022,26.1,,405.68
07/13/2022,22.55,,383.13
07/14/2022,22.55,,360.58
07/14/2022,32.75,,327.83
07/18/2022,23.0,,304.83
07/18/2022,2.65,,302.18
07/18/2022,2.65,,299.53
07/18/2022,30.0,,269.53
07/18/2022,36.13,,233.4
07/18/2022,6.76,,226.64
07/18/2022,37.7,,188.94
07/18/2022,25.98,,162.96
07/19/2022,31.14,,131.82
07/20/2022,,941.39,1073.21
07/20/2022,29.37,,1043.84
07/20/2022,30.6,,1013.24
07/21/2022,5.0,,1008.24
07/21/2022,30.15,,978.09
07/21/2022,37.0,,941.09
07/21/2022,300.0,,641.09
07/22/2022,12.75,,628.34
07/22/2022,7.0,,621.34
07/22/2022,34.9,,586.44
07/25/2022,28.9,,557.54
07/25/2022,34.34,,523.2
07/25/2022,27.11,,496.09
07/26/2022,1.0,,495.09
07/26/2022,22.59,,472.5
07/27/2022,27.11,,445.39
07/28/2022,2.4,,442.99
07/28/2022,23.5,,419.49
07/28/2022,22.35,,397.14
07/29/2022,27.11,,370.03
07/29/2022,32.39,,337.64
07/29/2022,2.0,,335.64
08/02/2022,23.14,,312.5
08/02/2022,124.84,,187.66
08/02/2022,17.52,,170.14
08/02/2022,11.29,,158.85
08/02/2022,8.75,,150.1
08/02/2022,22.26,,127.84
08/02/2022,27.81,,100.03
08/02/2022,11.29,,88.74
08/02/2022,22.55,,66.19
08/03/2022,,1083.86,1150.05
08/03/2022,20.32,,1129.73
08/03/2022,133.85,,995.88
08/04/2022,27.11,,968.77
08/05/2022,11.97,,956.8
08/05/2022,30.6,,926.2
08/05/2022,11.29,,914.91
08/08/2022,29.65,,885.26
08/08/2022,27.11,,858.15
08/08/2022,2.65,,855.5
08/08/2022,126.73,,728.77
08/08/2022,24.45,,704.32
08/08/2022,9.54,,694.78
08/08/2022,11.18,,683.6
08/08/2022,31.9,,651.7
08/08/2022,22.55,,629.15
08/08/2022,15.21,,613.94
08/08/2022,21.46,,592.48
08/08/2022,23.38,,569.1
08/09/2022,,23.38,592.48
08/09/2022,20.15,,572.33
08/09/2022,22.55,,549.78
08/10/2022,22.55,,527.23
08/11/2022,25.05,,502.18
08/11/2022,29.71,,472.47
08/12/2022,20.05,,452.42
08/12/2022,13.33,,439.09
08/15/2022,14.68,,424.41
08/15/2022,17.95,,406.46
08/15/2022,39.64,,366.82
08/15/2022,25.05,,341.77
08/15/2022,35.86,,305.91
08/15/2022,25.05,,280.86
08/16/2022,19.87,,260.99
08/16/2022,21.46,,239.53
08/16/2022,21.5,,218.03
08/16/2022,27.11,,190.92
08/17/2022,,225.48,416.4
08/17/2022,,819.54,1235.94
08/17/2022,25.05,,1210.89
08/17/2022,16.92,,1193.97
08/18/2022,5.0,,1188.97
08/18/2022,5.0,,1183.97
08/18/2022,25.05,,1158.92
08/18/2022,27.45,,1131.47
08/18/2022,300.0,,831.47
08/19/2022,23.0,,808.47
08/19/2022,14.68,,793.79
08/19/2022,39.45,,754.34
08/19/2022,12.42,,741.92
08/19/2022,17.62,,724.3
08/22/2022,,17.62,741.92
08/22/2022,13.74,,728.18
08/22/2022,22.45,,705.73
08/22/2022,35.86,,669.87
08/22/2022,28.6,,641.27
08/22/2022,28.45,,612.82
08/22/2022,43.69,,569.13
08/22/2022,2.4,,566.73
08/22/2022,18.71,,548.02
08/23/2022,111.7,,436.32
08/23/2022,21.46,,414.86
08/24/2022,20.42,,394.44
08/24/2022,39.29,,355.15
08/24/2022,22.45,,332.7
08/24/2022,15.01,,317.69
08/25/2022,21.88,,295.81
08/25/2022,20.5,,275.31
08/25/2022,23.61,,251.7
08/25/2022,34.54,,217.16
08/26/2022,24.84,,192.32
08/26/2022,4.46,,187.86
08/29/2022,19.5,,168.36
08/29/2022,14.68,,153.68
08/29/2022,44.02,,109.66
08/29/2022,26.97,,82.69
08/29/2022,,3000.0,3082.69
08/29/2022,2500.0,,582.69
08/29/2022,114.61,,468.08
08/29/2022,15.8,,452.28
08/30/2022,,3000.0,3452.28
08/30/2022,3000.0,,452.28
08/30/2022,91.25,,361.03
08/30/2022,91.25,,269.78
08/31/2022,,1013.64,1283.42
08/31/2022,2.0,,1281.42
09/01/2022,40.0,,1241.42
09/01/2022,10.72,,1230.7
09/01/2022,11.29,,1219.41
09/01/2022,3.94,,1215.47
09/01/2022,200.0,,1015.47
09/06/2022,,91.25,1106.72
09/06/2022,11.73,,1094.99
09/06/2022,12.23,,1082.76
09/06/2022,15.95,,1066.81
09/07/2022,28.0,,1038.81
09/08/2022,33.88,,1004.93
09/08/2022,23.35,,981.58
09/08/2022,5.87,,975.71
09/08/2022,21.66,,954.05
09/09/2022,11.29,,942.76
09/09/2022,27.6,,915.16
09/12/2022,22.8,,892.36
09/12/2022,1.9,,890.46
09/12/2022,41.72,,848.74
09/12/2022,45.4,,803.34
09/12/2022,31.9,,771.44
09/12/2022,3.26,,768.18
09/12/2022,38.64,,729.54
09/12/2022,17.68,,711.86
09/12/2022,1.25,,710.61
09/12/2022,112.5,,598.11
09/12/2022,34.34,,563.77
09/12/2022,20.84,,542.93
09/12/2022,10.33,,532.6
09/13/2022,0.51,,532.09
09/13/2022,5.87,,526.22
09/13/2022,24.05,,502.17
09/13/2022,30.24,,471.93
09/14/2022,7.76,,464.17
09/14/2022,,900.54,1364.71
09/14/2022,141.65,,1223.06
09/14/2022,20.5,,1202.56
09/14/2022,21.71,,1180.85
09/15/2022,24.05,,1156.8
09/15/2022,300.0,,856.8
09/16/2022,22.6,,834.2
09/16/2022,50.91,,783.29
09/19/2022,41.41,,741.88
09/19/2022,5.99,,735.89
09/19/2022,20.5,,715.39
09/19/2022,7.99,,707.4
09/19/2022,20.5,,686.9
09/19/2022,2.36,,684.54
09/19/2022,18.0,,666.54
09/19/2022,14.95,,651.59
09/20/2022,25.45,,626.14
09/20/2022,24.78,,601.36
09/20/2022,17.05,,584.31
09/21/2022,21.16,,563.15
09/22/2022,18.9,,544.25
09/22/2022,5.63,,538.62
09/23/2022,3.82,,534.8
09/23/2022,20.82,,513.98
09/23/2022,9.38,,504.6
09/23/2022,2.65,,501.95
09/26/2022,24.05,,477.9
09/26/2022,24.5,,453.4
09/26/2022,44.0,,409.4
09/26/2022,33.88,,375.52
09/26/2022,16.6,,358.92
09/26/2022,14.95,,343.97
09/26/2022,11.06,,332.91
09/26/2022,1.7,,331.21
09/26/2022,18.17,,313.04
09/26/2022,14.95,,298.09
09/26/2022,47.05,,251.04
09/26/2022,,47.05,298.09
09/27/2022,13.55,,284.54
09/27/2022,14.0,,270.54
09/28/2022,,517.34,787.88
09/29/2022,22.71,,765.17
09/29/2022,18.9,,746.27
09/29/2022,,0.01,746.28
10/03/2022,24.05,,722.23
10/03/2022,18.9,,703.33
10/03/2022,20.6,,682.73
10/03/2022,33.9,,648.83
10/03/2022,11.29,,637.54
10/03/2022,7.9,,629.64
10/03/2022,,200.0,829.64
10/03/2022,249.7,,579.94
10/03/2022,18.9,,561.04
10/03/2022,48.0,,513.04
10/03/2022,14.5,,498.54
10/03/2022,33.88,,464.66
10/03/2022,200.0,,264.66
10/04/2022,24.05,,240.61
10/06/2022,16.92,,223.69
10/06/2022,1.13,,222.56
10/06/2022,24.9,,197.66
10/06/2022,44.04,,153.62
10/06/2022,,30.0,183.62
10/07/2022,14.95,,168.67
10/07/2022,10.72,,157.95
10/07/2022,27.9,,130.05
10/07/2022,2.47,,127.58
10/11/2022,36.0,,91.58
10/11/2022,5.0,,86.58
10/11/2022,50.0,,36.58
10/12/2022,,593.67,630.25
10/12/2022,71.02,,559.23
10/12/2022,23.95,,535.28
10/13/2022,75.0,,460.28
10/14/2022,7.63,,452.65
10/14/2022,11.85,,440.8
10/14/2022,100.0,,340.8
10/17/2022,55.94,,284.86
10/17/2022,10.71,,274.15
10/17/2022,6.2,,267.95
10/18/2022,30.48,,237.47
10/18/2022,33.88,,203.59
10/19/2022,27.21,,176.38
10/19/2022,15.25,,161.13
10/20/2022,28.87,,132.26
10/20/2022,7.9,,124.36
10/20/2022,,150.0,274.36
10/20/2022,6.99,,267.37
10/20/2022,22.05,,245.32
10/20/2022,96.01,,149.31
10/21/2022,14.95,,134.36
10/21/2022,8.57,,125.79
10/21/2022,18.06,,107.73
10/21/2022,27.04,,80.69
10/24/2022,16.45,,64.24
10/24/2022,12.42,,51.82
10/24/2022,8.78,,43.04
10/24/2022,19.9,,23.14
10/24/2022,7.9,,15.24
10/24/2022,11.95,,3.29
10/25/2022,,25.0,28.29
10/25/2022,24.05,,4.24
10/25/2022,,20.0,24.24
10/25/2022,24.05,,0.19
10/26/2022,,593.67,593.86
10/26/2022,0.56,,593.3
10/26/2022,27.11,,566.19
10/26/2022,12.87,,553.32
10/27/2022,9.35,,543.97
10/27/2022,16.95,,527.02
10/28/2022,20.34,,506.68
10/28/2022,2.63,,504.05
10/28/2022,16.95,,487.1
10/31/2022,24.9,,462.2
10/31/2022,17.25,,444.95
10/31/2022,17.95,,427.0
10/31/2022,16.95,,410.05
10/31/2022,11.85,,398.2
10/31/2022,27.11,,371.09
10/31/2022,12.87,,358.22
10/31/2022,7.9,,350.32
10/31/2022,2.9,,347.42
10/31/2022,,80.0,427.42
10/31/2022,80.0,,347.42
11/01/2022,3.4,,344.02
11/01/2022,21.75,,322.27
11/01/2022,6.77,,315.5
11/02/2022,18.6,,296.9
11/02/2022,23.67,,273.23
11/03/2022,14.68,,258.55
11/03/2022,14.95,,243.6
11/03/2022,8.69,,234.91
11/07/2022,33.87,,201.04
11/07/2022,55.96,,145.08
11/07/2022,16.95,,128.13
11/07/2022,15.75,,112.38
11/07/2022,12.42,,99.96
11/07/2022,21.21,,78.75
11/07/2022,12.87,,65.88
11/08/2022,2.09,,63.79
11/08/2022,22.59,,41.2
11/08/2022,16.95,,24.25
11/09/2022,,358.55,382.8
11/09/2022,27.21,,355.59
11/09/2022,25.58,,330.01
11/09/2022,35.86,,294.15
11/10/2022,24.05,,270.1
11/14/2022,61.79,,208.31
11/14/2022,103.9,,104.41
11/14/2022,29.95,,74.46
11/14/2022,26.4,,48.06
11/14/2022,18.5,,29.56
11/14/2022,16.0,,13.56
11/14/2022,,100.0,113.56
11/14/2022,27.11,,86.45
11/14/2022,,200.0,286.45
11/15/2022,100.05,,186.4
11/16/2022,22.6,,163.8
11/16/2022,17.05,,146.75
11/16/2022,60.0,,86.75
11/17/2022,16.68,,70.07
11/17/2022,9.82,,60.25
11/18/2022,1.0,,59.25
11/18/2022,30.0,,29.25
11/21/2022,,60.0,89.25
11/21/2022,30.0,,59.25
11/21/2022,22.01,,37.24
11/21/2022,18.05,,19.19
11/21/2022,,50.0,69.19
11/21/2022,18.5,,50.69
11/21/2022,8.35,,42.34
11/21/2022,5.97,,36.37
11/21/2022,2.9,,33.47
11/21/2022,24.05,,9.42
11/22/2022,2.9,,6.52
11/22/2022,3.4,,3.12
11/22/2022,,60.0,63.12
11/22/2022,3.0,,60.12
11/22/2022,15.4,,44.72
11/22/2022,5.54,,39.18
11/22/2022,12.98,,26.2
11/22/2022,10.78,,15.42
11/22/2022,2.42,,13.0
11/23/2022,,350.66,363.66
11/23/2022,38.39,,325.27
11/23/2022,20.34,,304.93
11/23/2022,14.95,,289.98
11/23/2022,33.88,,256.1
11/24/2022,,2123.93,2380.03
11/24/2022,150.0,,2230.03
11/24/2022,30.6,,2199.43
11/25/2022,16.34,,2183.09
11/25/2022,20.6,,2162.49
11/25/2022,39.94,,2122.55
11/25/2022,1000.0,,1122.55
11/28/2022,134.1,,988.45
11/28/2022,18.5,,969.95
11/28/2022,96.01,,873.94
11/28/2022,24.05,,849.89
11/28/2022,113.83,,736.06
11/28/2022,10.7,,725.36
11/28/2022,600.0,,125.36
11/29/2022,22.6,,102.76
11/30/2022,21.32,,81.44
11/30/2022,27.0,,54.44
12/01/2022,12.51,,41.93
12/01/2022,,100.0,141.93
12/01/2022,33.9,,108.03
12/01/2022,26.56,,81.47
12/05/2022,29.31,,52.16
12/05/2022,19.05,,33.11
12/05/2022,25.0,,8.11
12/05/2022,,50.0,58.11
12/05/2022,12.87,,45.24
12/07/2022,,593.67,638.91
12/07/2022,27.92,,610.99
12/07/2022,115.97,,495.02
12/07/2022,18.14,,476.88
12/07/2022,50.3,,426.58
12/07/2022,40.66,,385.92
12/09/2022,30.24,,355.68
12/09/2022,,1.0,356.68
12/12/2022,8.19,,348.49
12/12/2022,48.59,,299.9
12/12/2022,34.0,,265.9
12/12/2022,7.67,,258.23
